split,regime,task,seed,episodes,success_rate,contact_precision,budget_violation_rate,fall_rate,balance_margin,recovery_success,energy_contact_cost,calibration_error,ablation,interpretation
combined_stress,slippery_foot_contact,bimanual_shelf_reach,1,84,0.702381,0.631911,0.101411,0.048679,0.624391,0.592335,0.227458,0.062793,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,bimanual_shelf_reach,2,84,0.666667,0.632847,0.102113,0.050049,0.625283,0.577206,0.227940,0.063276,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,bimanual_shelf_reach,3,84,0.750000,0.633783,0.102815,0.048563,0.626317,0.578271,0.228422,0.063759,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,bimanual_shelf_reach,4,84,0.761905,0.634719,0.103517,0.048791,0.627266,0.579224,0.228904,0.064243,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,bimanual_shelf_reach,5,84,0.654762,0.635655,0.104219,0.051876,0.628071,0.579992,0.229386,0.064726,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,bimanual_shelf_reach,6,84,0.785714,0.636591,0.104921,0.049247,0.629163,0.581130,0.229868,0.065209,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,0,84,0.666667,0.642319,0.096991,0.054376,0.618504,0.579666,0.224394,0.068909,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,1,84,0.726190,0.643271,0.097705,0.053470,0.619525,0.580709,0.224884,0.069401,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,2,84,0.690476,0.628215,0.098419,0.054850,0.620432,0.581603,0.225375,0.069892,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,3,84,0.750000,0.629167,0.099133,0.045940,0.621854,0.583166,0.225865,0.062380,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,4,84,0.738095,0.630119,0.099847,0.046748,0.622789,0.584098,0.226355,0.062871,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,5,84,0.738095,0.631071,0.100561,0.047270,0.623739,0.585048,0.226846,0.063363,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,door_open_step_through,6,84,0.714286,0.632023,0.101275,0.048364,0.624661,0.585961,0.227336,0.063854,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,0,84,0.547619,0.636714,0.105380,0.055179,0.630998,0.590256,0.230231,0.064751,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,1,84,0.690476,0.637634,0.106070,0.052255,0.632088,0.591398,0.230705,0.065226,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,2,84,0.595238,0.638554,0.106760,0.055046,0.632893,0.592169,0.231178,0.065701,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,3,84,0.738095,0.639474,0.107450,0.052122,0.633983,0.577303,0.231652,0.066176,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,4,84,0.595238,0.640394,0.096134,0.055275,0.634769,0.578050,0.223882,0.066459,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,5,84,0.678571,0.641314,0.096824,0.053780,0.635788,0.579099,0.224356,0.066934,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,box_lift_rebalance,6,84,0.761905,0.642234,0.097514,0.052285,0.636807,0.580149,0.224830,0.067409,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,0,84,0.702381,0.636685,0.105504,0.051509,0.640519,0.581628,0.230336,0.065755,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,1,84,0.630952,0.637621,0.106206,0.053737,0.641368,0.582451,0.230818,0.066238,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,2,84,0.654762,0.638557,0.106908,0.053679,0.642331,0.583423,0.231300,0.066722,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,3,84,0.702381,0.639493,0.107610,0.053050,0.643322,0.584432,0.231782,0.067205,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,4,84,0.702381,0.640429,0.096306,0.052783,0.644296,0.585417,0.224020,0.067496,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,5,84,0.690476,0.641365,0.097008,0.053582,0.645216,0.586333,0.224502,0.067979,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,fallen_object_pickup,6,84,0.678571,0.642301,0.097710,0.054381,0.646136,0.587249,0.224984,0.068463,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,0,84,0.773810,0.642372,0.096884,0.051774,0.613552,0.583695,0.224302,0.069290,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,1,84,0.738095,0.643332,0.097604,0.053158,0.614467,0.584597,0.224796,0.069785,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,2,84,0.821429,0.628284,0.098324,0.051685,0.615525,0.585684,0.225291,0.062277,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,3,84,0.761905,0.629244,0.099044,0.045636,0.616811,0.587070,0.225785,0.062772,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,4,84,0.750000,0.630204,0.099764,0.046449,0.617755,0.588009,0.226279,0.063268,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,5,84,0.845238,0.631164,0.100484,0.044690,0.618827,0.589115,0.226774,0.063763,full_contact_budget_controller,all components
combined_stress,slippery_foot_contact,push_cart_with_footstep,6,84,0.666667,0.632124,0.101204,0.049502,0.619570,0.589794,0.227268,0.064259,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,0,84,0.761905,0.631070,0.105129,0.050272,0.628242,0.576318,0.229295,0.070674,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,1,84,0.714286,0.631974,0.105807,0.051911,0.629088,0.577147,0.229761,0.071141,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,2,84,0.702381,0.632878,0.106485,0.052692,0.629977,0.578032,0.230226,0.063604,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,3,84,0.714286,0.633782,0.107163,0.052903,0.630894,0.578955,0.230692,0.064070,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,4,84,0.702381,0.634686,0.107841,0.053685,0.631783,0.579840,0.231157,0.064537,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,5,84,0.690476,0.635590,0.108519,0.054466,0.632672,0.580725,0.231623,0.065004,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,bimanual_shelf_reach,6,84,0.630952,0.636494,0.109197,0.056391,0.633504,0.581536,0.232088,0.065471,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,0,84,0.726190,0.633069,0.106409,0.052136,0.614162,0.587537,0.230145,0.064678,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,1,84,0.761905,0.633989,0.107099,0.051784,0.615124,0.588512,0.230619,0.065153,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,2,84,0.726190,0.634909,0.107789,0.053146,0.616000,0.589376,0.231093,0.065628,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,3,84,0.726190,0.635829,0.108479,0.053651,0.616918,0.590295,0.231567,0.066103,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,4,84,0.785714,0.636749,0.109169,0.052727,0.617908,0.591307,0.232041,0.066578,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,5,84,0.773810,0.637669,0.109859,0.053517,0.618813,0.576200,0.232514,0.067053,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,door_open_step_through,6,84,0.678571,0.638589,0.098543,0.055528,0.619656,0.577021,0.224744,0.067336,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,0,84,0.630952,0.627233,0.102618,0.051459,0.642506,0.581984,0.227618,0.068213,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,1,84,0.726190,0.628121,0.103284,0.049661,0.627500,0.583021,0.228076,0.068671,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,2,84,0.678571,0.629009,0.103950,0.051291,0.628331,0.583835,0.228533,0.069130,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,3,84,0.583333,0.629897,0.104616,0.054064,0.629104,0.584575,0.228990,0.069588,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,4,84,0.642857,0.630785,0.105282,0.053123,0.630063,0.585556,0.229448,0.070047,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,5,84,0.630952,0.631673,0.105948,0.053896,0.630936,0.586426,0.229905,0.070506,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,box_lift_rebalance,6,84,0.714286,0.632561,0.106614,0.052383,0.631924,0.587444,0.230362,0.070964,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,0,84,0.583333,0.636043,0.109373,0.057497,0.644374,0.581564,0.232276,0.065739,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,1,84,0.595238,0.636947,0.110051,0.057708,0.645291,0.582487,0.232741,0.066205,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,2,84,0.773810,0.637851,0.110729,0.053918,0.646409,0.583669,0.225203,0.066672,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,3,84,0.726190,0.638755,0.099401,0.054776,0.631286,0.584549,0.225428,0.066947,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,4,84,0.654762,0.639659,0.100079,0.056987,0.632103,0.585341,0.225894,0.067414,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,5,84,0.630952,0.624555,0.100757,0.058054,0.632978,0.586208,0.226359,0.067881,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,fallen_object_pickup,6,84,0.714286,0.625459,0.101435,0.056550,0.633981,0.587242,0.226825,0.068348,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,0,84,0.750000,0.629315,0.103447,0.049444,0.621415,0.587764,0.228092,0.063108,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,1,84,0.714286,0.630243,0.104143,0.050810,0.606291,0.588635,0.228570,0.063587,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,2,84,0.630952,0.631171,0.104839,0.053320,0.607117,0.589432,0.229048,0.064066,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,3,84,0.666667,0.632099,0.105535,0.052972,0.608087,0.590415,0.229526,0.064546,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,4,84,0.750000,0.633027,0.106231,0.051481,0.609113,0.591471,0.230003,0.065025,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,5,84,0.738095,0.633955,0.106927,0.052276,0.610025,0.576372,0.230481,0.065504,full_contact_budget_controller,all components
combined_stress,one_hand_occupied,push_cart_with_footstep,6,84,0.738095,0.634883,0.107623,0.052785,0.610952,0.577299,0.230959,0.065983,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,0,84,0.750000,0.634503,0.112178,0.056316,0.632191,0.585605,0.233178,0.069216,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,1,84,0.738095,0.635447,0.112886,0.057119,0.633119,0.586529,0.233665,0.069703,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,2,84,0.702381,0.636391,0.101588,0.057714,0.634057,0.587466,0.225907,0.069998,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,3,84,0.666667,0.637335,0.102296,0.059089,0.618949,0.588353,0.226393,0.070486,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,4,84,0.702381,0.638279,0.103004,0.058750,0.619934,0.589351,0.226879,0.070973,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,5,84,0.702381,0.623215,0.103712,0.059268,0.620876,0.574285,0.227365,0.071460,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,bimanual_shelf_reach,6,84,0.666667,0.624159,0.104420,0.052639,0.622175,0.575692,0.227851,0.071948,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,0,84,0.714286,0.632174,0.110212,0.055805,0.613903,0.576643,0.231800,0.069008,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,1,84,0.726190,0.633134,0.110932,0.056046,0.614874,0.577620,0.232294,0.069503,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,2,84,0.761905,0.634094,0.111652,0.055716,0.615875,0.578633,0.232789,0.069999,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,3,84,0.654762,0.635054,0.112372,0.058814,0.616704,0.579424,0.233283,0.070494,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,4,84,0.678571,0.636014,0.113092,0.058769,0.617690,0.580419,0.225773,0.070990,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,5,84,0.678571,0.636974,0.101806,0.058516,0.618687,0.581427,0.226028,0.071293,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,door_open_step_through,6,84,0.738095,0.637934,0.102526,0.057614,0.619716,0.582478,0.226522,0.071789,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,0,84,0.619048,0.622626,0.103637,0.061095,0.638236,0.582998,0.227361,0.070642,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,1,84,0.666667,0.623554,0.104333,0.052458,0.639620,0.584520,0.227839,0.071121,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,2,84,0.690476,0.624482,0.105029,0.052395,0.640575,0.585484,0.228317,0.071600,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,3,84,0.630952,0.625410,0.105725,0.054333,0.641431,0.586318,0.228795,0.072079,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,4,84,0.690476,0.626338,0.106421,0.053414,0.626421,0.587337,0.229273,0.064555,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,5,84,0.619048,0.627266,0.107117,0.055637,0.627261,0.588153,0.229751,0.065034,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,box_lift_rebalance,6,84,0.654762,0.628194,0.107813,0.055290,0.628231,0.589135,0.230229,0.065513,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,0,84,0.678571,0.624388,0.105105,0.052690,0.633778,0.576469,0.228389,0.064559,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,1,84,0.690476,0.625332,0.105813,0.052922,0.634735,0.577430,0.228875,0.065047,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,2,84,0.785714,0.626276,0.106521,0.051155,0.635791,0.578521,0.229361,0.065534,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,3,84,0.583333,0.627220,0.107229,0.056530,0.636490,0.579147,0.229847,0.066021,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,4,84,0.702381,0.628164,0.107937,0.054191,0.637575,0.580276,0.230333,0.066509,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,5,84,0.678571,0.629108,0.108645,0.055280,0.638489,0.581181,0.230820,0.066996,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,fallen_object_pickup,6,84,0.690476,0.630052,0.109353,0.055513,0.639445,0.582142,0.231306,0.067483,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,0,84,0.785714,0.633180,0.110819,0.054582,0.609834,0.581534,0.232198,0.069875,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,1,84,0.714286,0.634148,0.111545,0.056828,0.610714,0.582388,0.232696,0.070375,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,2,84,0.750000,0.635116,0.112271,0.056502,0.611722,0.583409,0.233195,0.070875,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,3,84,0.702381,0.636084,0.112997,0.058176,0.612630,0.584301,0.225689,0.071374,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,4,84,0.750000,0.637052,0.101717,0.056784,0.613692,0.585391,0.225948,0.071682,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,5,84,0.750000,0.638020,0.102443,0.057315,0.614657,0.586357,0.226446,0.064177,full_contact_budget_controller,all components
combined_stress,narrow_support_polygon,push_cart_with_footstep,6,84,0.714286,0.622980,0.103169,0.058703,0.615580,0.587266,0.226945,0.064677,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,0,84,0.714286,0.624905,0.109764,0.055908,0.620174,0.583301,0.230605,0.071479,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,1,84,0.726190,0.625793,0.110430,0.056109,0.621076,0.584208,0.231062,0.071937,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,2,84,0.666667,0.626681,0.111096,0.058025,0.621892,0.585004,0.231520,0.072396,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,3,84,0.642857,0.627569,0.111762,0.059084,0.622751,0.585855,0.231977,0.072855,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,4,84,0.750000,0.628457,0.112428,0.057000,0.623767,0.586910,0.232434,0.073313,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,5,84,0.714286,0.629345,0.113094,0.058344,0.624612,0.587743,0.232892,0.065768,full_contact_budget_controller,all components
combined_stress,unexpected_push,bimanual_shelf_reach,6,84,0.690476,0.630233,0.113760,0.059403,0.625471,0.572586,0.233349,0.066227,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,0,84,0.714286,0.622233,0.107540,0.054351,0.617601,0.574064,0.229049,0.071094,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,1,84,0.678571,0.623137,0.108218,0.055704,0.618462,0.574912,0.229515,0.071561,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,2,84,0.678571,0.624041,0.108896,0.056201,0.619365,0.575815,0.229980,0.072028,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,3,84,0.642857,0.624945,0.109574,0.057554,0.620225,0.576664,0.230446,0.072495,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,4,84,0.690476,0.625849,0.110252,0.056907,0.621185,0.577642,0.230911,0.072962,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,5,84,0.690476,0.626753,0.110930,0.057403,0.622089,0.578545,0.231377,0.065424,full_contact_budget_controller,all components
combined_stress,unexpected_push,door_open_step_through,6,84,0.738095,0.627657,0.111608,0.056756,0.623049,0.579523,0.231842,0.065891,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,0,84,0.583333,0.624284,0.109665,0.058860,0.637566,0.576061,0.230585,0.070664,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,1,84,0.666667,0.625156,0.110319,0.057339,0.638538,0.577064,0.231034,0.071114,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,2,84,0.666667,0.626028,0.110973,0.057817,0.639410,0.577937,0.231483,0.071565,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,3,84,0.642857,0.626900,0.111627,0.058867,0.624246,0.578773,0.231932,0.072015,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,4,84,0.726190,0.627772,0.112281,0.057346,0.625218,0.579776,0.232381,0.072466,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,5,84,0.654762,0.628644,0.112935,0.059538,0.626004,0.580537,0.232830,0.072916,full_contact_budget_controller,all components
combined_stress,unexpected_push,box_lift_rebalance,6,84,0.630952,0.629516,0.113589,0.060588,0.626848,0.581373,0.233279,0.073367,full_contact_budget_controller,all components
combined_stress,unexpected_push,fallen_object_pickup,0,84,0.595238,0.629511,0.113731,0.061503,0.636020,0.572278,0.233396,0.066355,full_contact_budget_controller,all components
combined_stress,unexpected_push,fallen_object_pickup,1,84,0.571429,0.630399,0.114397,0.062562,0.636879,0.573129,0.233853,0.066814,full_contact_budget_controller,all components
combined_stress,unexpected_push,fallen_object_pickup,2,84,0.642857,0.631287,0.115063,0.061335,0.637852,0.574129,0.234311,0.067272,full_contact_budget_controller,all components
combined_stress,unexpected_push,fallen_object_pickup,3,84,0.583333,0.632175,0.115729,0.063250,0.638668,0.574924,0.234768,0.067731,full_contact_budget_controller,all components
combined_stress,unexpected_push,fallen_object_pickup,4,84,0.714286,0.633063,0.104389,0.059814,0.639752,0.576068,0.226981,0.067997,full_contact_budget_controller,all components
