method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
chance_constrained_contact_mpc,heldout_object,8,0.694935,0.003139,0.657526,0.006991,0.106552,0.001334,0.090764,0.001811,0.604968,0.001126,0.527556,0.001260,0.280106,0.000495,0.110491,0.002604,0.064861,0.001188,0.054705,0.000518,0.150495,0.000522,0.128035,0.002020,0.114098,0.001916,384
chance_constrained_contact_mpc,heldout_object,9,0.695086,0.003152,0.657436,0.006974,0.106814,0.001349,0.090725,0.001794,0.604660,0.001090,0.527702,0.001270,0.280125,0.000483,0.110411,0.002584,0.065192,0.001154,0.054845,0.000537,0.150168,0.000540,0.128215,0.002003,0.114213,0.001905,384
chance_constrained_contact_mpc,heldout_payload,0,0.678992,0.003323,0.609707,0.007198,0.120356,0.001322,0.106632,0.001815,0.597356,0.001133,0.519212,0.001249,0.283154,0.000486,0.117638,0.002569,0.070076,0.001180,0.058513,0.000531,0.154139,0.000550,0.142883,0.001997,0.128188,0.001905,384
chance_constrained_contact_mpc,heldout_payload,1,0.678317,0.003365,0.609109,0.007246,0.120340,0.001353,0.106422,0.001813,0.596664,0.001113,0.519479,0.001306,0.283166,0.000481,0.117596,0.002575,0.070115,0.001197,0.058532,0.000540,0.154130,0.000544,0.142803,0.002014,0.128092,0.001912,384
chance_constrained_contact_mpc,heldout_payload,2,0.679221,0.003359,0.609843,0.007244,0.120730,0.001327,0.106489,0.001822,0.597085,0.001144,0.519654,0.001257,0.283382,0.000488,0.117428,0.002576,0.069902,0.001149,0.058637,0.000525,0.154202,0.000558,0.142961,0.002013,0.128205,0.001904,384
chance_constrained_contact_mpc,heldout_payload,3,0.678661,0.003383,0.609123,0.007260,0.120561,0.001339,0.106509,0.001825,0.596522,0.001093,0.519320,0.001260,0.283217,0.000491,0.117623,0.002571,0.070228,0.001169,0.058493,0.000536,0.154098,0.000542,0.142947,0.002020,0.128218,0.001914,384
chance_constrained_contact_mpc,heldout_payload,4,0.678705,0.003347,0.608915,0.007245,0.120416,0.001362,0.106795,0.001829,0.596574,0.001109,0.519087,0.001281,0.283314,0.000471,0.117796,0.002577,0.069920,0.001158,0.058663,0.000522,0.154311,0.000550,0.143072,0.002022,0.128314,0.001919,384
chance_constrained_contact_mpc,heldout_payload,5,0.678775,0.003315,0.609349,0.007186,0.120588,0.001349,0.106549,0.001796,0.596718,0.001110,0.519690,0.001277,0.283134,0.000490,0.117494,0.002563,0.070350,0.001160,0.058478,0.000537,0.154264,0.000554,0.142887,0.002005,0.128228,0.001899,384
chance_constrained_contact_mpc,heldout_payload,6,0.679049,0.003365,0.609729,0.007210,0.120383,0.001327,0.106536,0.001811,0.596507,0.001096,0.519458,0.001263,0.283195,0.000495,0.117482,0.002574,0.069928,0.001153,0.058616,0.000518,0.154116,0.000534,0.142864,0.001994,0.128119,0.001898,384
chance_constrained_contact_mpc,heldout_payload,7,0.678603,0.003333,0.609306,0.007198,0.120370,0.001317,0.106686,0.001805,0.596768,0.001141,0.519423,0.001238,0.283196,0.000494,0.117209,0.002594,0.070228,0.001185,0.058374,0.000528,0.154245,0.000542,0.142870,0.002006,0.128120,0.001903,384
chance_constrained_contact_mpc,heldout_payload,8,0.678775,0.003284,0.609675,0.007171,0.120383,0.001307,0.106464,0.001824,0.596896,0.001111,0.519511,0.001293,0.283027,0.000482,0.117717,0.002621,0.069764,0.001172,0.058322,0.000512,0.154136,0.000553,0.142780,0.002016,0.128080,0.001913,384
chance_constrained_contact_mpc,heldout_payload,9,0.678017,0.003339,0.608969,0.007194,0.120245,0.001322,0.106520,0.001805,0.597096,0.001111,0.519377,0.001250,0.283196,0.000503,0.117287,0.002584,0.070089,0.001181,0.058587,0.000529,0.154183,0.000553,0.142785,0.001996,0.128038,0.001902,384
dual_price_contact_budget_controller_v5,clean_deployment,0,0.820060,0.002508,1.053329,0.004996,0.026428,0.000968,0.023232,0.001282,0.729704,0.001085,0.716844,0.001150,0.175062,0.000474,0.013353,0.001751,0.009054,0.000932,0.019630,0.000523,0.069541,0.000499,0.052184,0.001493,0.025515,0.001324,384
dual_price_contact_budget_controller_v5,clean_deployment,1,0.819258,0.002500,1.052764,0.004959,0.026214,0.000971,0.023328,0.001248,0.730069,0.001046,0.716901,0.001144,0.174881,0.000491,0.013377,0.001747,0.008956,0.000939,0.019578,0.000509,0.069590,0.000530,0.052206,0.001457,0.025469,0.001309,384
dual_price_contact_budget_controller_v5,clean_deployment,2,0.819623,0.002535,1.053086,0.005003,0.026377,0.000979,0.023113,0.001257,0.729724,0.001073,0.716802,0.001150,0.175036,0.000474,0.013489,0.001765,0.008797,0.000944,0.019289,0.000517,0.069767,0.000512,0.051930,0.001482,0.025400,0.001316,384
dual_price_contact_budget_controller_v5,clean_deployment,3,0.819738,0.002499,1.053023,0.004990,0.026170,0.001001,0.023284,0.001236,0.729171,0.001070,0.717121,0.001153,0.175116,0.000506,0.013628,0.001782,0.008983,0.000931,0.019439,0.000510,0.069518,0.000537,0.052125,0.001480,0.025475,0.001317,384
dual_price_contact_budget_controller_v5,clean_deployment,4,0.819665,0.002483,1.053140,0.004954,0.026180,0.001008,0.023303,0.001266,0.729632,0.001082,0.717218,0.001161,0.175162,0.000490,0.013270,0.001743,0.008952,0.000943,0.019667,0.000517,0.069424,0.000539,0.052166,0.001488,0.025435,0.001324,384
dual_price_contact_budget_controller_v5,clean_deployment,5,0.820053,0.002506,1.053750,0.004996,0.026185,0.000982,0.023027,0.001257,0.729914,0.001069,0.717292,0.001187,0.175095,0.000476,0.013507,0.001739,0.009095,0.000944,0.019573,0.000490,0.069551,0.000514,0.052051,0.001477,0.025377,0.001311,384
dual_price_contact_budget_controller_v5,clean_deployment,6,0.820146,0.002501,1.053367,0.004973,0.026254,0.000990,0.023312,0.001253,0.729418,0.001077,0.717179,0.001174,0.175106,0.000488,0.013628,0.001782,0.008993,0.000960,0.019659,0.000510,0.069589,0.000519,0.052276,0.001475,0.025547,0.001326,384
dual_price_contact_budget_controller_v5,clean_deployment,7,0.818929,0.002526,1.052346,0.005006,0.026485,0.000974,0.023223,0.001251,0.729896,0.001057,0.717228,0.001142,0.174906,0.000483,0.013416,0.001767,0.008940,0.000941,0.019618,0.000513,0.069447,0.000497,0.052232,0.001482,0.025530,0.001316,384
dual_price_contact_budget_controller_v5,clean_deployment,8,0.819538,0.002445,1.052773,0.004935,0.026254,0.000985,0.023293,0.001271,0.729886,0.001039,0.716687,0.001176,0.175242,0.000488,0.013552,0.001778,0.009113,0.000954,0.019508,0.000502,0.069674,0.000523,0.052096,0.001483,0.025516,0.001323,384
dual_price_contact_budget_controller_v5,clean_deployment,9,0.819322,0.002549,1.052410,0.005051,0.026329,0.000968,0.023474,0.001277,0.729615,0.001095,0.717093,0.001159,0.175249,0.000476,0.013450,0.001751,0.009043,0.000942,0.019611,0.000500,0.069633,0.000505,0.052332,0.001479,0.025601,0.001314,384
dual_price_contact_budget_controller_v5,combined_stress,0,0.794955,0.002719,0.984146,0.005579,0.042847,0.001009,0.042346,0.001299,0.713840,0.001052,0.701152,0.001216,0.181954,0.000480,0.023155,0.002263,0.018970,0.001156,0.027332,0.000528,0.077719,0.000526,0.072994,0.001663,0.043550,0.001491,384
dual_price_contact_budget_controller_v5,combined_stress,1,0.795125,0.002644,0.984443,0.005490,0.042392,0.000999,0.042291,0.001295,0.713508,0.001070,0.700825,0.001187,0.182290,0.000495,0.023255,0.002269,0.018835,0.001139,0.027336,0.000522,0.077557,0.000520,0.072785,0.001645,0.043379,0.001481,384
dual_price_contact_budget_controller_v5,combined_stress,2,0.795231,0.002633,0.984059,0.005434,0.043104,0.000963,0.042206,0.001282,0.713424,0.001062,0.700818,0.001193,0.182180,0.000479,0.023412,0.002269,0.018944,0.001126,0.027256,0.000524,0.077655,0.000535,0.073147,0.001619,0.043621,0.001462,384
dual_price_contact_budget_controller_v5,combined_stress,3,0.794885,0.002708,0.984117,0.005549,0.042823,0.001009,0.042167,0.001298,0.713632,0.001045,0.701340,0.001180,0.182204,0.000480,0.023527,0.002299,0.018709,0.001144,0.027189,0.000509,0.077693,0.000509,0.072832,0.001644,0.043497,0.001489,384
dual_price_contact_budget_controller_v5,combined_stress,4,0.794494,0.002679,0.983826,0.005490,0.042409,0.000978,0.042265,0.001309,0.713350,0.001016,0.700796,0.001227,0.182061,0.000497,0.023161,0.002265,0.019040,0.001119,0.027335,0.000535,0.077603,0.000501,0.072738,0.001649,0.043377,0.001479,384
dual_price_contact_budget_controller_v5,combined_stress,5,0.795643,0.002636,0.984753,0.005490,0.042986,0.000982,0.042246,0.001301,0.713567,0.001038,0.701013,0.001204,0.181869,0.000485,0.023460,0.002294,0.018720,0.001129,0.027065,0.000502,0.077599,0.000536,0.072993,0.001646,0.043555,0.001480,384
dual_price_contact_budget_controller_v5,combined_stress,6,0.794770,0.002640,0.983825,0.005444,0.042822,0.000963,0.042317,0.001297,0.713715,0.001066,0.701018,0.001151,0.182184,0.000487,0.023331,0.002269,0.019044,0.001110,0.027260,0.000503,0.077648,0.000532,0.072968,0.001628,0.043567,0.001469,384
dual_price_contact_budget_controller_v5,combined_stress,7,0.794715,0.002637,0.983923,0.005472,0.042666,0.000971,0.042439,0.001306,0.713686,0.001027,0.700994,0.001256,0.181957,0.000484,0.023282,0.002286,0.018773,0.001137,0.027156,0.000501,0.077625,0.000531,0.072894,0.001638,0.043508,0.001478,384
dual_price_contact_budget_controller_v5,combined_stress,8,0.795013,0.002733,0.984162,0.005564,0.042729,0.000981,0.042315,0.001291,0.713555,0.001065,0.701181,0.001214,0.182190,0.000481,0.023284,0.002268,0.018939,0.001152,0.027331,0.000513,0.077542,0.000529,0.073022,0.001636,0.043521,0.001472,384
dual_price_contact_budget_controller_v5,combined_stress,9,0.795354,0.002719,0.984221,0.005528,0.043010,0.000946,0.042296,0.001278,0.713306,0.001054,0.700803,0.001200,0.182035,0.000478,0.023344,0.002279,0.018923,0.001131,0.027254,0.000529,0.077490,0.000520,0.073023,0.001623,0.043610,0.001462,384
dual_price_contact_budget_controller_v5,heldout_layout,0,0.808021,0.002587,1.026290,0.005254,0.031063,0.000993,0.029209,0.001265,0.723191,0.001060,0.710365,0.001208,0.178020,0.000506,0.017133,0.001985,0.012954,0.001054,0.022689,0.000512,0.073072,0.000508,0.059056,0.001561,0.031329,0.001391,384
dual_price_contact_budget_controller_v5,heldout_layout,1,0.808226,0.002617,1.026356,0.005264,0.031436,0.000982,0.029300,0.001276,0.723397,0.001040,0.710637,0.001159,0.177981,0.000484,0.017150,0.001997,0.012708,0.001015,0.022592,0.000515,0.072914,0.000523,0.059261,0.001559,0.031455,0.001392,384
dual_price_contact_budget_controller_v5,heldout_layout,2,0.807996,0.002578,1.025885,0.005161,0.031652,0.000968,0.029375,0.001271,0.723348,0.001052,0.710785,0.001161,0.178089,0.000500,0.016954,0.001966,0.012948,0.001032,0.022731,0.000513,0.073071,0.000518,0.059375,0.001537,0.031565,0.001376,384
dual_price_contact_budget_controller_v5,heldout_layout,3,0.808373,0.002614,1.026447,0.005260,0.031379,0.001010,0.029350,0.001270,0.723292,0.001047,0.710823,0.001180,0.177994,0.000492,0.017085,0.001970,0.012965,0.001042,0.022753,0.000515,0.072959,0.000539,0.059215,0.001552,0.031496,0.001390,384
dual_price_contact_budget_controller_v5,heldout_layout,4,0.808079,0.002564,1.026224,0.005203,0.031221,0.000955,0.029344,0.001277,0.723320,0.001070,0.710621,0.001187,0.177978,0.000488,0.017162,0.001999,0.012949,0.001046,0.022735,0.000511,0.072852,0.000520,0.059273,0.001553,0.031452,0.001386,384
dual_price_contact_budget_controller_v5,heldout_layout,5,0.808224,0.002557,1.026315,0.005193,0.031375,0.000962,0.029437,0.001266,0.723387,0.001059,0.710819,0.001172,0.178044,0.000484,0.017060,0.001989,0.012727,0.001043,0.022674,0.000514,0.072932,0.000529,0.059313,0.001539,0.031486,0.001382,384
dual_price_contact_budget_controller_v5,heldout_layout,6,0.808283,0.002538,1.026126,0.005237,0.031591,0.001029,0.029433,0.001285,0.723017,0.001050,0.710763,0.001171,0.178020,0.000481,0.017027,0.001985,0.012793,0.001040,0.022683,0.000535,0.072954,0.000530,0.059337,0.001581,0.031559,0.001410,384
dual_price_contact_budget_controller_v5,heldout_layout,7,0.807626,0.002566,1.025604,0.005207,0.031349,0.001018,0.029349,0.001280,0.723366,0.001042,0.710442,0.001150,0.177909,0.000489,0.017229,0.001997,0.012923,0.001054,0.022839,0.000521,0.073124,0.000522,0.059222,0.001571,0.031523,0.001408,384
dual_price_contact_budget_controller_v5,heldout_layout,8,0.808110,0.002598,1.026304,0.005202,0.030934,0.000967,0.029511,0.001259,0.723205,0.001108,0.710110,0.001147,0.177882,0.000479,0.016968,0.001985,0.012833,0.001027,0.022699,0.000505,0.072844,0.000521,0.059211,0.001538,0.031363,0.001373,384
dual_price_contact_budget_controller_v5,heldout_layout,9,0.808251,0.002608,1.026223,0.005208,0.031286,0.000981,0.029428,0.001267,0.723281,0.001063,0.710436,0.001163,0.178076,0.000484,0.017150,0.001997,0.012797,0.001037,0.022682,0.000525,0.073212,0.000521,0.059270,0.001554,0.031481,0.001389,384
dual_price_contact_budget_controller_v5,heldout_object,0,0.813644,0.002520,1.038910,0.005047,0.028721,0.000982,0.026484,0.001256,0.726216,0.001061,0.713420,0.001176,0.176857,0.000476,0.015407,0.001867,0.011066,0.001005,0.021323,0.000514,0.071535,0.000519,0.055849,0.001522,0.028591,0.001356,384
dual_price_contact_budget_controller_v5,heldout_object,1,0.813562,0.002536,1.038891,0.005116,0.028724,0.000949,0.026368,0.001290,0.725974,0.001025,0.713305,0.001175,0.176802,0.000487,0.015313,0.001896,0.011066,0.000986,0.021311,0.000523,0.071508,0.000530,0.055814,0.001518,0.028521,0.001359,384
dual_price_contact_budget_controller_v5,heldout_object,2,0.813275,0.002550,1.038456,0.005091,0.028789,0.000954,0.026568,0.001263,0.726432,0.001051,0.713430,0.001146,0.176733,0.000474,0.015485,0.001877,0.011277,0.001016,0.021269,0.000511,0.071492,0.000534,0.055975,0.001511,0.028684,0.001346,384
dual_price_contact_budget_controller_v5,heldout_object,3,0.813996,0.002509,1.039156,0.005090,0.028938,0.000986,0.026400,0.001275,0.725825,0.001041,0.713661,0.001165,0.176798,0.000478,0.015379,0.001885,0.011003,0.000987,0.021387,0.000527,0.071612,0.000538,0.055776,0.001527,0.028625,0.001365,384
dual_price_contact_budget_controller_v5,heldout_object,4,0.813932,0.002575,1.039178,0.005136,0.028785,0.000989,0.026221,0.001271,0.725836,0.001075,0.713372,0.001146,0.176777,0.000472,0.015588,0.001890,0.011155,0.000985,0.021443,0.000499,0.071546,0.000520,0.055869,0.001530,0.028569,0.001361,384
dual_price_contact_budget_controller_v5,heldout_object,5,0.813676,0.002529,1.038521,0.005093,0.029132,0.000967,0.026551,0.001260,0.726419,0.001051,0.713300,0.001156,0.176786,0.000489,0.015577,0.001895,0.011171,0.000988,0.021478,0.000516,0.071578,0.000516,0.056093,0.001520,0.028830,0.001350,384
dual_price_contact_budget_controller_v5,heldout_object,6,0.813620,0.002563,1.038751,0.005140,0.028822,0.000970,0.026503,0.001272,0.726291,0.001051,0.712934,0.001133,0.176746,0.000473,0.015515,0.001893,0.011086,0.000995,0.021113,0.000519,0.071446,0.000510,0.055879,0.001519,0.028630,0.001363,384
dual_price_contact_budget_controller_v5,heldout_object,7,0.813249,0.002557,1.038622,0.005090,0.028720,0.000959,0.026258,0.001254,0.725881,0.001070,0.713151,0.001138,0.176589,0.000492,0.015461,0.001901,0.011003,0.001019,0.021322,0.000496,0.071577,0.000521,0.055755,0.001513,0.028500,0.001345,384
dual_price_contact_budget_controller_v5,heldout_object,8,0.813733,0.002495,1.039075,0.005075,0.028665,0.000970,0.026499,0.001271,0.726435,0.001068,0.713620,0.001154,0.176846,0.000493,0.015561,0.001903,0.011124,0.001004,0.021266,0.000511,0.071485,0.000502,0.055894,0.001520,0.028611,0.001358,384
dual_price_contact_budget_controller_v5,heldout_object,9,0.813530,0.002513,1.038608,0.005061,0.028782,0.000949,0.026452,0.001267,0.725746,0.001035,0.713289,0.001164,0.176572,0.000473,0.015495,0.001878,0.011246,0.001009,0.021424,0.000516,0.071702,0.000530,0.055985,0.001514,0.028654,0.001350,384
dual_price_contact_budget_controller_v5,heldout_payload,0,0.804179,0.002625,1.004172,0.005368,0.039773,0.000978,0.038422,0.001300,0.718694,0.001053,0.706024,0.001203,0.179804,0.000482,0.019758,0.002128,0.015532,0.001090,0.024993,0.000528,0.075072,0.000516,0.067767,0.001605,0.039370,0.001437,384
dual_price_contact_budget_controller_v5,heldout_payload,1,0.804177,0.002624,1.004108,0.005338,0.039898,0.000963,0.038378,0.001275,0.718379,0.001060,0.706000,0.001192,0.179710,0.000499,0.019820,0.002139,0.015458,0.001083,0.024786,0.000529,0.074956,0.000529,0.067940,0.001593,0.039370,0.001427,384
dual_price_contact_budget_controller_v5,heldout_payload,2,0.804283,0.002606,1.004532,0.005295,0.039624,0.000955,0.038372,0.001256,0.718766,0.001046,0.706466,0.001181,0.179968,0.000487,0.019864,0.002140,0.015384,0.001110,0.024817,0.000509,0.074962,0.000522,0.067740,0.001582,0.039279,0.001414,384
dual_price_contact_budget_controller_v5,heldout_payload,3,0.804166,0.002652,1.004262,0.005384,0.039703,0.000986,0.038270,0.001290,0.718603,0.001034,0.706020,0.001180,0.179918,0.000498,0.019928,0.002140,0.015508,0.001112,0.024865,0.000507,0.074936,0.000519,0.067931,0.001607,0.039299,0.001443,384
dual_price_contact_budget_controller_v5,heldout_payload,4,0.804463,0.002652,1.004770,0.005384,0.039586,0.000981,0.038161,0.001275,0.718613,0.001073,0.706042,0.001216,0.179883,0.000488,0.019879,0.002124,0.015411,0.001113,0.024891,0.000507,0.075047,0.000536,0.067748,0.001599,0.039194,0.001434,384
dual_price_contact_budget_controller_v5,heldout_payload,5,0.804065,0.002582,1.004206,0.005320,0.039773,0.000978,0.038200,0.001303,0.718581,0.001043,0.706188,0.001193,0.179932,0.000493,0.019700,0.002135,0.015801,0.001120,0.024901,0.000512,0.075032,0.000547,0.067729,0.001605,0.039283,0.001443,384
dual_price_contact_budget_controller_v5,heldout_payload,6,0.804338,0.002617,1.004329,0.005312,0.039843,0.000993,0.038313,0.001294,0.718363,0.001075,0.705965,0.001156,0.179628,0.000489,0.019693,0.002120,0.015741,0.001100,0.024846,0.000508,0.075179,0.000516,0.067851,0.001603,0.039338,0.001433,384
dual_price_contact_budget_controller_v5,heldout_payload,7,0.804914,0.002561,1.005193,0.005335,0.039578,0.001008,0.038087,0.001284,0.718696,0.001062,0.705990,0.001167,0.179999,0.000489,0.020032,0.002169,0.015447,0.001076,0.024873,0.000524,0.075208,0.000531,0.067714,0.001598,0.039196,0.001444,384
dual_price_contact_budget_controller_v5,heldout_payload,8,0.804638,0.002614,1.004612,0.005364,0.039749,0.000988,0.038160,0.001299,0.718280,0.001034,0.705814,0.001161,0.180046,0.000503,0.019965,0.002129,0.015520,0.001088,0.024830,0.000526,0.075145,0.000510,0.067843,0.001624,0.039273,0.001446,384
dual_price_contact_budget_controller_v5,heldout_payload,9,0.804406,0.002646,1.004429,0.005374,0.039703,0.000969,0.038134,0.001281,0.718480,0.001062,0.705796,0.001213,0.179905,0.000489,0.020000,0.002119,0.015954,0.001097,0.024801,0.000530,0.075030,0.000515,0.067814,0.001593,0.039302,0.001429,384
fixed_contact_quota,clean_deployment,0,0.577581,0.004165,0.262247,0.009308,0.236297,0.001803,0.202238,0.002783,0.457213,0.001191,0.394764,0.001327,0.186243,0.000486,0.194223,0.002571,0.167619,0.001153,0.106805,0.000543,0.066328,0.000571,0.221894,0.002419,0.243077,0.002484,384
fixed_contact_quota,clean_deployment,1,0.577202,0.004205,0.261775,0.009351,0.236368,0.001772,0.202423,0.002815,0.457174,0.001234,0.394495,0.001329,0.185897,0.000508,0.194363,0.002576,0.167317,0.001171,0.106421,0.000536,0.066411,0.000587,0.221771,0.002419,0.243120,0.002493,384
fixed_contact_quota,clean_deployment,2,0.577534,0.004198,0.262111,0.009317,0.236354,0.001763,0.202408,0.002793,0.457430,0.001172,0.395244,0.001312,0.185970,0.000491,0.194714,0.002567,0.167436,0.001164,0.106751,0.000527,0.066452,0.000575,0.222061,0.002407,0.243246,0.002475,384
fixed_contact_quota,clean_deployment,3,0.577557,0.004152,0.262249,0.009297,0.235998,0.001793,0.202441,0.002808,0.457344,0.001190,0.394661,0.001333,0.186057,0.000487,0.194576,0.002584,0.167525,0.001177,0.106685,0.000532,0.066214,0.000580,0.221967,0.002424,0.243110,0.002495,384
fixed_contact_quota,clean_deployment,4,0.577693,0.004207,0.262614,0.009327,0.235794,0.001758,0.202364,0.002792,0.456889,0.001190,0.394949,0.001341,0.186127,0.000490,0.194485,0.002568,0.167332,0.001165,0.106614,0.000537,0.066216,0.000568,0.221836,0.002398,0.242956,0.002475,384
fixed_contact_quota,clean_deployment,5,0.577090,0.004191,0.261752,0.009292,0.236241,0.001746,0.202467,0.002792,0.457356,0.001215,0.395033,0.001347,0.185881,0.000472,0.194521,0.002581,0.167448,0.001204,0.106643,0.000523,0.066395,0.000566,0.221984,0.002404,0.243177,0.002474,384
fixed_contact_quota,clean_deployment,6,0.577646,0.004187,0.262353,0.009360,0.236258,0.001779,0.202299,0.002797,0.456895,0.001222,0.395005,0.001352,0.185806,0.000497,0.194376,0.002582,0.167514,0.001176,0.106797,0.000528,0.066249,0.000569,0.221831,0.002424,0.243110,0.002487,384
fixed_contact_quota,clean_deployment,7,0.577560,0.004177,0.262337,0.009310,0.235903,0.001768,0.202509,0.002782,0.457195,0.001210,0.394817,0.001350,0.185829,0.000485,0.194395,0.002566,0.167577,0.001181,0.106739,0.000541,0.066543,0.000553,0.221895,0.002414,0.243080,0.002474,384
fixed_contact_quota,clean_deployment,8,0.577148,0.004180,0.261863,0.009307,0.236321,0.001782,0.202229,0.002792,0.457177,0.001169,0.394661,0.001332,0.185871,0.000507,0.194272,0.002559,0.167697,0.001159,0.106678,0.000520,0.066339,0.000582,0.221828,0.002409,0.243084,0.002478,384
fixed_contact_quota,clean_deployment,9,0.577463,0.004151,0.262232,0.009299,0.236028,0.001776,0.202368,0.002829,0.457262,0.001201,0.394675,0.001321,0.185970,0.000488,0.194603,0.002563,0.167578,0.001155,0.106461,0.000523,0.066185,0.000581,0.221940,0.002415,0.243071,0.002491,384
fixed_contact_quota,combined_stress,0,0.511846,0.005328,0.117037,0.010478,0.266906,0.001743,0.247544,0.002807,0.438285,0.001205,0.376534,0.001294,0.192983,0.000496,0.210449,0.002571,0.179157,0.001188,0.114685,0.000518,0.075185,0.000602,0.256142,0.002408,0.278570,0.002475,384
fixed_contact_quota,combined_stress,1,0.511868,0.005276,0.117157,0.010467,0.266985,0.001787,0.247430,0.002829,0.438136,0.001179,0.376768,0.001313,0.192967,0.000493,0.210146,0.002562,0.179332,0.001156,0.114719,0.000548,0.075530,0.000604,0.256027,0.002423,0.278508,0.002500,384
fixed_contact_quota,combined_stress,2,0.511666,0.005286,0.116677,0.010509,0.267013,0.001790,0.247877,0.002820,0.438288,0.001241,0.376821,0.001314,0.193017,0.000494,0.210122,0.002586,0.179127,0.001163,0.114659,0.000532,0.075393,0.000605,0.256230,0.002427,0.278667,0.002503,384
fixed_contact_quota,combined_stress,3,0.511746,0.005283,0.116743,0.010506,0.266940,0.001803,0.247791,0.002819,0.438178,0.001182,0.376402,0.001327,0.193080,0.000472,0.210212,0.002595,0.179094,0.001156,0.114531,0.000534,0.075448,0.000589,0.256209,0.002440,0.278604,0.002506,384
fixed_contact_quota,combined_stress,4,0.512359,0.005274,0.117531,0.010460,0.267064,0.001750,0.247513,0.002826,0.438210,0.001215,0.376464,0.001330,0.192692,0.000487,0.210239,0.002597,0.179183,0.001163,0.114868,0.000526,0.075263,0.000618,0.256175,0.002416,0.278593,0.002488,384
fixed_contact_quota,combined_stress,5,0.512329,0.005302,0.117460,0.010463,0.267049,0.001767,0.247659,0.002788,0.438078,0.001206,0.376589,0.001284,0.192931,0.000490,0.210222,0.002565,0.178941,0.001149,0.114539,0.000555,0.075171,0.000600,0.256142,0.002404,0.278571,0.002478,384
fixed_contact_quota,combined_stress,6,0.511950,0.005239,0.117053,0.010405,0.266922,0.001746,0.247790,0.002804,0.438007,0.001217,0.376682,0.001331,0.193069,0.000499,0.209860,0.002586,0.179388,0.001163,0.114581,0.000526,0.075295,0.000601,0.256166,0.002415,0.278562,0.002478,384
fixed_contact_quota,combined_stress,7,0.512265,0.005245,0.117082,0.010439,0.267223,0.001749,0.247863,0.002822,0.438346,0.001200,0.376760,0.001309,0.193001,0.000506,0.210237,0.002597,0.179198,0.001161,0.114682,0.000533,0.075434,0.000596,0.256312,0.002416,0.278769,0.002490,384
fixed_contact_quota,combined_stress,8,0.512903,0.005241,0.117980,0.010423,0.266890,0.001754,0.247750,0.002835,0.438377,0.001200,0.376517,0.001357,0.193030,0.000484,0.210355,0.002568,0.179339,0.001183,0.114491,0.000532,0.075211,0.000606,0.256185,0.002414,0.278625,0.002491,384
fixed_contact_quota,combined_stress,9,0.511900,0.005261,0.116605,0.010474,0.267254,0.001795,0.247848,0.002818,0.438055,0.001222,0.376797,0.001330,0.193014,0.000495,0.210289,0.002575,0.179410,0.001173,0.114569,0.000520,0.075439,0.000589,0.256283,0.002423,0.278795,0.002498,384
fixed_contact_quota,heldout_layout,0,0.548905,0.004619,0.203477,0.009791,0.247175,0.001740,0.219486,0.002812,0.449574,0.001208,0.387612,0.001339,0.188707,0.000523,0.200786,0.002586,0.172269,0.001149,0.109985,0.000548,0.070042,0.000582,0.234744,0.002405,0.256466,0.002482,384
fixed_contact_quota,heldout_layout,1,0.548757,0.004594,0.203260,0.009735,0.247020,0.001745,0.219590,0.002799,0.449506,0.001234,0.387581,0.001344,0.188873,0.000485,0.200892,0.002553,0.172301,0.001178,0.109854,0.000512,0.070154,0.000570,0.234702,0.002406,0.256467,0.002464,384
fixed_contact_quota,heldout_layout,2,0.549055,0.004628,0.203696,0.009813,0.246739,0.001777,0.219349,0.002802,0.449408,0.001193,0.386934,0.001328,0.188809,0.000506,0.200970,0.002597,0.172430,0.001148,0.110100,0.000567,0.070152,0.000592,0.234648,0.002416,0.256336,0.002493,384
fixed_contact_quota,heldout_layout,3,0.549022,0.004659,0.203982,0.009840,0.246768,0.001789,0.219438,0.002810,0.449919,0.001213,0.387407,0.001338,0.188948,0.000478,0.200682,0.002582,0.172202,0.001161,0.109786,0.000518,0.070099,0.000593,0.234552,0.002425,0.256250,0.002490,384
fixed_contact_quota,heldout_layout,4,0.549190,0.004631,0.203610,0.009792,0.247171,0.001767,0.219390,0.002818,0.449692,0.001175,0.387249,0.001355,0.188897,0.000503,0.201050,0.002541,0.172347,0.001165,0.110078,0.000547,0.070053,0.000593,0.234794,0.002407,0.256505,0.002480,384
fixed_contact_quota,heldout_layout,5,0.548816,0.004660,0.203102,0.009840,0.247235,0.001762,0.219607,0.002798,0.449790,0.001205,0.387364,0.001358,0.188737,0.000496,0.200973,0.002548,0.172536,0.001160,0.110006,0.000537,0.070134,0.000580,0.234849,0.002398,0.256614,0.002475,384
